Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Purchases_Per_Year,Estimated_Purchase_Interval_Days,Estimated_Annual_Spend,Estimated_CLV_3Y,Age_Group,Customer Segment,Value Segment
739,56,Male,Sunglasses,Accessories,31,Minnesota,L,Orange,Winter,3.5,Yes,2-Day Shipping,Yes,Yes,27,Venmo,Quarterly,4,90,124,630.168,51-70,Low Engagement,Low
740,64,Male,Shorts,Clothing,29,Minnesota,S,Purple,Summer,3.5,Yes,Free Shipping,Yes,Yes,26,Venmo,Bi-Weekly,26,14,754,3782.0640000000008,51-70,Habitual Budget Buyers,High
741,26,Male,Jeans,Clothing,69,South Dakota,M,Orange,Summer,2.8,Yes,Next Day Air,Yes,Yes,22,Credit Card,Fortnightly,26,14,1794,8525.088,26-35,Premium Loyalists,Very High
742,22,Male,T-shirt,Clothing,79,West Virginia,XL,Yellow,Summer,4.7,Yes,Free Shipping,Yes,Yes,23,Bank Transfer,Every 3 Months,4,90,316,1522.488,18-25,Big-Ticket Occasionals,Moderate
743,64,Male,Pants,Clothing,39,Nevada,M,Charcoal,Summer,3.1,Yes,Express,Yes,Yes,21,Debit Card,Quarterly,4,90,156,731.016,51-70,Low Engagement,Low
744,21,Male,Sunglasses,Accessories,84,North Carolina,L,Gray,Fall,4.9,Yes,Free Shipping,Yes,Yes,36,Cash,Weekly,52,7,4368,24792.768000000004,18-25,Premium Loyalists,Very High
745,67,Male,Boots,Footwear,66,Illinois,S,Charcoal,Spring,4.1,Yes,Next Day Air,Yes,Yes,42,Debit Card,Bi-Weekly,26,14,1716,10419.552,51-70,Premium Loyalists,Very High
746,46,Male,T-shirt,Clothing,92,Michigan,L,Orange,Fall,4.7,Yes,Standard,Yes,Yes,4,Venmo,Monthly,12,30,1104,3934.6560000000004,36-50,Big-Ticket Occasionals,High
747,40,Male,Sandals,Footwear,45,Michigan,M,Red,Winter,2.5,Yes,Free Shipping,Yes,Yes,47,Credit Card,Annually,1,365,45,288.09,36-50,Low Engagement,Low
748,51,Male,Shorts,Clothing,74,Oklahoma,L,Gold,Spring,4.4,Yes,Next Day Air,Yes,Yes,13,Bank Transfer,Weekly,52,7,3848,15999.984000000002,51-70,Premium Loyalists,Very High
749,35,Male,Hat,Accessories,39,South Dakota,L,Brown,Fall,3.9,Yes,Free Shipping,Yes,Yes,8,Bank Transfer,Quarterly,4,90,156,597.168,26-35,Low Engagement,Low
750,56,Male,Scarf,Accessories,71,Oklahoma,M,Olive,Winter,3.7,Yes,Standard,Yes,Yes,11,Debit Card,Quarterly,4,90,284,1143.3840000000002,51-70,Big-Ticket Occasionals,Moderate
751,25,Male,T-shirt,Clothing,95,Maryland,L,Violet,Fall,3.4,Yes,Free Shipping,Yes,Yes,5,Venmo,Annually,1,365,95,344.85,18-25,Big-Ticket Occasionals,Low
752,65,Male,Gloves,Accessories,72,Ohio,L,Indigo,Fall,4.8,Yes,Free Shipping,Yes,Yes,1,Credit Card,Monthly,12,30,864,2908.2240000000006,51-70,Big-Ticket Occasionals,High
753,39,Male,Scarf,Accessories,85,Ohio,L,Yellow,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,17,PayPal,Every 3 Months,4,90,340,1503.4800000000002,36-50,Big-Ticket Occasionals,Moderate
754,47,Male,Boots,Footwear,54,Massachusetts,M,Teal,Fall,3.4,Yes,Store Pickup,Yes,Yes,27,Venmo,Quarterly,4,90,216,1097.7120000000002,36-50,Low Engagement,Moderate
755,36,Male,Gloves,Accessories,41,North Carolina,L,Pink,Spring,2.9,Yes,Store Pickup,Yes,Yes,3,Debit Card,Quarterly,4,90,164,573.672,36-50,Low Engagement,Low
756,66,Male,Coat,Outerwear,24,Florida,M,Violet,Spring,3.3,Yes,Free Shipping,Yes,Yes,22,PayPal,Weekly,52,7,1248,5930.496,51-70,Habitual Budget Buyers,High
757,62,Male,Belt,Accessories,99,Montana,S,Orange,Summer,4.8,Yes,Standard,Yes,Yes,24,Cash,Fortnightly,26,14,2574,12571.416000000001,51-70,Premium Loyalists,Very High
758,41,Male,Hoodie,Clothing,32,Minnesota,M,Red,Fall,3.8,Yes,Store Pickup,Yes,Yes,18,Debit Card,Quarterly,4,90,128,574.464,36-50,Low Engagement,Low
759,66,Male,Shoes,Footwear,71,Massachusetts,L,Peach,Summer,4.6,Yes,2-Day Shipping,Yes,Yes,39,Bank Transfer,Every 3 Months,4,90,284,1668.2160000000001,51-70,Big-Ticket Occasionals,Moderate
760,51,Male,Dress,Clothing,49,Rhode Island,XL,Green,Winter,2.6,Yes,Next Day Air,Yes,Yes,25,Credit Card,Fortnightly,26,14,1274,6306.3,51-70,Habitual Budget Buyers,High
761,33,Male,Gloves,Accessories,50,Minnesota,XL,Violet,Fall,3.4,Yes,Free Shipping,Yes,Yes,6,Cash,Annually,1,365,50,184.80000000000004,26-35,Low Engagement,Low
762,57,Male,Jewelry,Accessories,91,Nevada,L,Yellow,Fall,4.2,Yes,Express,Yes,Yes,26,Bank Transfer,Weekly,52,7,4732,23735.712000000003,51-70,Premium Loyalists,Very High
763,45,Male,Belt,Accessories,46,New Mexico,M,Pink,Fall,3.9,Yes,Standard,Yes,Yes,43,Debit Card,Fortnightly,26,14,1196,7341.048,36-50,Habitual Budget Buyers,Very High
764,61,Male,Sweater,Clothing,50,North Carolina,M,Brown,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,6,Credit Card,Monthly,12,30,600,2217.6000000000004,51-70,Low Engagement,Moderate
765,55,Male,Skirt,Clothing,39,Virginia,XL,Silver,Fall,4.2,Yes,Free Shipping,Yes,Yes,6,Debit Card,Quarterly,4,90,156,576.5760000000001,51-70,Low Engagement,Low
766,54,Male,Sneakers,Footwear,99,Alaska,M,Pink,Summer,3.0,Yes,Store Pickup,Yes,Yes,13,Cash,Quarterly,4,90,396,1646.5680000000002,51-70,Big-Ticket Occasionals,Moderate
767,57,Male,Gloves,Accessories,48,Nevada,M,Cyan,Winter,3.6,Yes,Next Day Air,Yes,Yes,13,PayPal,Monthly,12,30,576,2395.0080000000003,51-70,Low Engagement,Moderate
768,27,Male,Coat,Outerwear,77,Pennsylvania,M,Brown,Fall,2.5,Yes,Next Day Air,Yes,Yes,11,Cash,Annually,1,365,77,310.002,26-35,Big-Ticket Occasionals,Low
769,64,Male,Backpack,Accessories,95,Illinois,XL,Red,Spring,2.6,Yes,Express,Yes,Yes,45,Venmo,Weekly,52,7,4940,30973.800000000003,51-70,Premium Loyalists,Very High
770,52,Male,Socks,Clothing,100,Delaware,M,Silver,Spring,4.3,Yes,Store Pickup,Yes,Yes,8,PayPal,Monthly,12,30,1200,4593.6,51-70,Big-Ticket Occasionals,High
771,19,Male,Sneakers,Footwear,54,Vermont,M,Gray,Spring,3.3,Yes,Express,Yes,Yes,8,Credit Card,Annually,1,365,54,206.712,18-25,Low Engagement,Low
772,22,Male,Sweater,Clothing,68,Hawaii,L,Cyan,Fall,2.6,Yes,Next Day Air,Yes,Yes,34,Bank Transfer,Fortnightly,26,14,1768,9801.792000000001,18-25,Premium Loyalists,Very High
773,18,Male,Jeans,Clothing,22,Illinois,L,Teal,Fall,3.6,Yes,Free Shipping,Yes,Yes,40,Debit Card,Bi-Weekly,26,14,572,3397.6800000000003,18-25,Habitual Budget Buyers,High
774,29,Male,Hat,Accessories,84,California,L,Indigo,Winter,2.6,Yes,Express,Yes,Yes,14,Debit Card,Bi-Weekly,26,14,2184,9225.216,26-35,Premium Loyalists,Very High
775,42,Male,Hat,Accessories,46,Nevada,M,Yellow,Summer,3.5,Yes,Standard,Yes,Yes,11,Credit Card,Quarterly,4,90,184,740.784,36-50,Low Engagement,Low
776,49,Male,Handbag,Accessories,53,Kentucky,S,Gold,Winter,3.0,Yes,Store Pickup,Yes,Yes,8,PayPal,Monthly,12,30,636,2434.6079999999997,36-50,Low Engagement,Moderate
777,49,Male,Shirt,Clothing,60,Alabama,M,Maroon,Spring,5.0,Yes,Standard,Yes,Yes,8,Venmo,Every 3 Months,4,90,240,918.72,36-50,Low Engagement,Moderate
778,55,Male,Socks,Clothing,32,Wyoming,XL,Silver,Spring,2.5,Yes,Express,Yes,Yes,37,Venmo,Weekly,52,7,1664,9554.688,51-70,Habitual Budget Buyers,Very High
779,29,Male,Socks,Clothing,50,Massachusetts,M,Yellow,Summer,2.9,Yes,Store Pickup,Yes,Yes,23,Debit Card,Annually,1,365,50,240.9,26-35,Low Engagement,Low
780,60,Male,Dress,Clothing,94,Utah,M,Blue,Spring,4.6,Yes,Express,Yes,Yes,38,Cash,Annually,1,365,94,545.952,51-70,Big-Ticket Occasionals,Low
781,34,Male,Shoes,Footwear,26,New York,M,Turquoise,Spring,3.6,Yes,Free Shipping,Yes,Yes,38,Cash,Quarterly,4,90,104,604.032,26-35,Low Engagement,Low
782,30,Male,Scarf,Accessories,44,Vermont,L,Indigo,Winter,3.0,Yes,Store Pickup,Yes,Yes,12,Credit Card,Fortnightly,26,14,1144,4681.2480000000005,26-35,Habitual Budget Buyers,High
783,28,Male,Hoodie,Clothing,57,Hawaii,M,Green,Summer,4.5,Yes,Standard,Yes,Yes,15,Cash,Weekly,52,7,2964,12715.560000000001,26-35,Habitual Budget Buyers,Very High
784,63,Male,T-shirt,Clothing,65,Louisiana,L,Purple,Winter,4.5,Yes,Next Day Air,Yes,Yes,38,PayPal,Fortnightly,26,14,1690,9815.520000000002,51-70,Premium Loyalists,Very High
785,31,Male,Jeans,Clothing,72,Alabama,M,Peach,Winter,3.2,Yes,Store Pickup,Yes,Yes,41,Bank Transfer,Every 3 Months,4,90,288,1729.7279999999998,26-35,Big-Ticket Occasionals,Moderate
786,46,Male,Shorts,Clothing,62,Louisiana,S,Purple,Spring,4.0,Yes,Next Day Air,Yes,Yes,37,PayPal,Fortnightly,26,14,1612,9256.104,36-50,Premium Loyalists,Very High
787,70,Male,Hat,Accessories,21,Indiana,S,Teal,Winter,4.8,Yes,Express,Yes,Yes,16,Bank Transfer,Every 3 Months,4,90,84,365.90400000000005,51-70,Low Engagement,Low
788,53,Male,Handbag,Accessories,85,Michigan,S,Green,Spring,3.7,Yes,Free Shipping,Yes,Yes,25,Venmo,Weekly,52,7,4420,21879.0,51-70,Premium Loyalists,Very High
789,50,Male,Pants,Clothing,51,Rhode Island,XL,Yellow,Summer,3.8,Yes,Store Pickup,Yes,Yes,18,Bank Transfer,Quarterly,4,90,204,915.552,36-50,Low Engagement,Moderate
790,33,Male,Handbag,Accessories,84,Idaho,S,Purple,Fall,2.7,Yes,Standard,Yes,Yes,4,Credit Card,Bi-Weekly,26,14,2184,7783.776000000002,26-35,Premium Loyalists,Very High
791,22,Male,Sweater,Clothing,37,Louisiana,M,Indigo,Summer,4.9,Yes,Store Pickup,Yes,Yes,12,Bank Transfer,Quarterly,4,90,148,605.616,18-25,Low Engagement,Low
792,50,Male,Scarf,Accessories,44,North Carolina,S,Magenta,Summer,3.1,Yes,2-Day Shipping,Yes,Yes,35,PayPal,Fortnightly,26,14,1144,6417.84,36-50,Habitual Budget Buyers,High
793,34,Male,Sneakers,Footwear,45,New Jersey,M,Violet,Spring,4.2,Yes,Next Day Air,Yes,Yes,45,Venmo,Weekly,52,7,2340,14671.800000000001,26-35,Habitual Budget Buyers,Very High
794,24,Male,Pants,Clothing,35,Alabama,L,Maroon,Summer,3.8,Yes,Free Shipping,Yes,Yes,16,Credit Card,Monthly,12,30,420,1829.5200000000002,18-25,Low Engagement,Moderate
795,69,Male,Backpack,Accessories,50,Kentucky,XL,Yellow,Winter,4.2,Yes,Store Pickup,Yes,Yes,10,Debit Card,Fortnightly,26,14,1300,5148.0,51-70,Habitual Budget Buyers,High
796,39,Male,Sandals,Footwear,26,New York,M,Beige,Summer,4.6,Yes,Store Pickup,Yes,Yes,34,Venmo,Annually,1,365,26,144.14400000000003,36-50,Low Engagement,Low
797,42,Male,Socks,Clothing,78,Arizona,XL,Black,Fall,4.0,Yes,2-Day Shipping,Yes,Yes,43,Credit Card,Annually,1,365,78,478.764,36-50,Big-Ticket Occasionals,Low
798,42,Male,Coat,Outerwear,82,Maryland,M,Violet,Fall,4.0,Yes,2-Day Shipping,Yes,Yes,38,Debit Card,Weekly,52,7,4264,24765.312000000005,36-50,Premium Loyalists,Very High
799,29,Male,Socks,Clothing,39,Alaska,M,Violet,Spring,3.8,Yes,2-Day Shipping,Yes,Yes,48,PayPal,Every 3 Months,4,90,156,1009.008,26-35,Low Engagement,Moderate
800,55,Male,Belt,Accessories,55,Nevada,L,Brown,Summer,3.3,Yes,Free Shipping,Yes,Yes,31,PayPal,Annually,1,365,55,294.03000000000003,51-70,Low Engagement,Low
801,32,Male,Socks,Clothing,20,Utah,S,Gold,Summer,2.6,Yes,Free Shipping,Yes,Yes,20,Cash,Every 3 Months,4,90,80,369.6,26-35,Low Engagement,Low
802,25,Male,Belt,Accessories,29,New Mexico,L,Blue,Fall,4.9,Yes,Express,Yes,Yes,12,Credit Card,Fortnightly,26,14,754,3085.3680000000004,18-25,Habitual Budget Buyers,High
803,38,Male,Pants,Clothing,41,Delaware,M,Teal,Winter,3.5,Yes,Next Day Air,Yes,Yes,2,Bank Transfer,Weekly,52,7,2132,7317.024,36-50,Habitual Budget Buyers,Very High
804,32,Male,Shorts,Clothing,38,Connecticut,L,Silver,Winter,2.8,Yes,Express,Yes,Yes,30,Venmo,Every 3 Months,4,90,152,802.5600000000001,26-35,Low Engagement,Low
805,43,Male,Boots,Footwear,47,Mississippi,M,Maroon,Summer,2.6,Yes,Store Pickup,Yes,Yes,28,Venmo,Quarterly,4,90,188,967.8240000000001,36-50,Low Engagement,Moderate
806,41,Male,Dress,Clothing,30,Connecticut,L,White,Summer,3.7,Yes,Next Day Air,Yes,Yes,40,Debit Card,Monthly,12,30,360,2138.4,36-50,Low Engagement,Moderate
807,56,Male,Jeans,Clothing,56,Florida,L,Charcoal,Summer,2.7,Yes,Standard,Yes,Yes,46,PayPal,Quarterly,4,90,224,1419.2640000000001,51-70,Low Engagement,Moderate
808,27,Male,T-shirt,Clothing,89,New York,S,Brown,Winter,3.3,Yes,Express,Yes,Yes,15,Credit Card,Weekly,52,7,4628,19854.120000000003,26-35,Premium Loyalists,Very High
809,46,Male,Shoes,Footwear,96,Wisconsin,L,Lavender,Fall,4.6,Yes,Next Day Air,Yes,Yes,38,Cash,Every 3 Months,4,90,384,2230.272,36-50,Big-Ticket Occasionals,Moderate
810,48,Male,Boots,Footwear,81,South Carolina,M,Violet,Fall,4.9,Yes,Next Day Air,Yes,Yes,30,PayPal,Bi-Weekly,26,14,2106,11119.680000000002,36-50,Premium Loyalists,Very High
811,52,Male,Scarf,Accessories,83,South Dakota,S,Lavender,Fall,4.9,Yes,Store Pickup,Yes,Yes,32,Debit Card,Bi-Weekly,26,14,2158,11679.096000000001,51-70,Premium Loyalists,Very High
812,18,Male,Sneakers,Footwear,35,Illinois,M,Green,Winter,2.7,Yes,Free Shipping,Yes,Yes,36,Venmo,Quarterly,4,90,140,794.64,18-25,Low Engagement,Low
813,64,Male,Boots,Footwear,56,Alaska,M,Olive,Summer,3.2,Yes,Standard,Yes,Yes,32,Credit Card,Weekly,52,7,2912,15759.744000000002,51-70,Habitual Budget Buyers,Very High
814,54,Male,Handbag,Accessories,45,Montana,S,Olive,Summer,2.9,Yes,Store Pickup,Yes,Yes,14,Debit Card,Annually,1,365,45,190.08000000000004,51-70,Low Engagement,Low
815,31,Male,Shirt,Clothing,62,Minnesota,M,Pink,Winter,3.8,Yes,Express,Yes,Yes,8,PayPal,Monthly,12,30,744,2848.032,26-35,Big-Ticket Occasionals,High
816,30,Male,Hat,Accessories,84,West Virginia,L,Teal,Spring,3.0,Yes,Next Day Air,Yes,Yes,27,Venmo,Bi-Weekly,26,14,2184,11099.088000000002,26-35,Premium Loyalists,Very High
817,26,Male,Sweater,Clothing,24,Illinois,L,Cyan,Summer,3.9,Yes,Store Pickup,Yes,Yes,24,Debit Card,Monthly,12,30,288,1406.592,26-35,Low Engagement,Moderate
818,25,Male,Handbag,Accessories,21,Nevada,S,Gray,Spring,4.7,Yes,Store Pickup,Yes,Yes,30,PayPal,Fortnightly,26,14,546,2882.8800000000006,18-25,Habitual Budget Buyers,High
819,59,Male,Shirt,Clothing,91,Idaho,M,Peach,Winter,4.9,Yes,Store Pickup,Yes,Yes,34,Debit Card,Monthly,12,30,1092,6054.048000000001,51-70,Big-Ticket Occasionals,High
820,55,Male,Sunglasses,Accessories,36,Colorado,S,Teal,Winter,4.8,Yes,Next Day Air,Yes,Yes,28,Debit Card,Quarterly,4,90,144,741.3120000000001,51-70,Low Engagement,Low
821,56,Male,Sneakers,Footwear,39,Louisiana,M,Turquoise,Spring,2.5,Yes,2-Day Shipping,Yes,Yes,27,Debit Card,Monthly,12,30,468,2378.376,51-70,Low Engagement,Moderate
822,62,Male,Hoodie,Clothing,39,Vermont,M,Green,Spring,3.9,Yes,Standard,Yes,Yes,31,Credit Card,Bi-Weekly,26,14,1014,5420.844,51-70,Habitual Budget Buyers,High
823,35,Male,Shirt,Clothing,59,Mississippi,L,Magenta,Winter,3.4,Yes,Standard,Yes,Yes,23,Bank Transfer,Annually,1,365,59,284.26200000000006,26-35,Low Engagement,Low
824,51,Male,Sunglasses,Accessories,27,Georgia,M,Green,Winter,2.5,Yes,Free Shipping,Yes,Yes,11,Credit Card,Quarterly,4,90,108,434.808,51-70,Low Engagement,Low
825,61,Male,Blouse,Clothing,94,Georgia,M,White,Spring,3.0,Yes,Store Pickup,Yes,Yes,48,Cash,Quarterly,4,90,376,2431.9680000000003,51-70,Big-Ticket Occasionals,Moderate
826,27,Male,Belt,Accessories,94,Nebraska,XL,Brown,Fall,3.6,Yes,Next Day Air,Yes,Yes,17,Cash,Monthly,12,30,1128,4988.0160000000005,26-35,Big-Ticket Occasionals,High
827,54,Male,Dress,Clothing,94,Massachusetts,M,Purple,Winter,3.6,Yes,Standard,Yes,Yes,36,PayPal,Weekly,52,7,4888,27744.288,51-70,Premium Loyalists,Very High
828,31,Male,Shoes,Footwear,51,Colorado,S,Green,Fall,4.1,Yes,Free Shipping,Yes,Yes,33,Bank Transfer,Fortnightly,26,14,1326,7263.828000000001,26-35,Habitual Budget Buyers,Very High
829,24,Male,Socks,Clothing,62,Nevada,M,Peach,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,27,PayPal,Bi-Weekly,26,14,1612,8192.184000000001,18-25,Premium Loyalists,Very High
830,42,Male,Socks,Clothing,57,Idaho,S,Silver,Spring,3.1,Yes,2-Day Shipping,Yes,Yes,14,Credit Card,Fortnightly,26,14,1482,6259.968000000001,36-50,Habitual Budget Buyers,High
831,41,Male,Shorts,Clothing,76,Wyoming,M,Maroon,Fall,4.2,Yes,Express,Yes,Yes,5,Credit Card,Annually,1,365,76,275.88000000000005,36-50,Big-Ticket Occasionals,Low
832,66,Male,Gloves,Accessories,63,Washington,M,Red,Summer,4.3,Yes,Express,Yes,Yes,47,Cash,Every 3 Months,4,90,252,1613.304,51-70,Big-Ticket Occasionals,Moderate
833,58,Male,Jacket,Outerwear,80,California,L,Blue,Fall,2.5,Yes,Express,Yes,Yes,28,Cash,Bi-Weekly,26,14,2080,10707.84,51-70,Premium Loyalists,Very High
834,43,Male,Handbag,Accessories,68,Oklahoma,M,Purple,Fall,3.5,Yes,Standard,Yes,Yes,11,Credit Card,Annually,1,365,68,273.76800000000003,36-50,Big-Ticket Occasionals,Low
835,52,Male,Backpack,Accessories,89,Nevada,M,Indigo,Summer,3.1,Yes,Free Shipping,Yes,Yes,18,Credit Card,Weekly,52,7,4628,20770.464,51-70,Premium Loyalists,Very High
836,35,Male,Boots,Footwear,26,Maryland,L,Indigo,Summer,2.5,Yes,Next Day Air,Yes,Yes,21,Debit Card,Weekly,52,7,1352,6335.472,26-35,Habitual Budget Buyers,High
837,23,Male,Gloves,Accessories,90,West Virginia,L,Violet,Winter,3.9,Yes,Store Pickup,Yes,Yes,22,Cash,Bi-Weekly,26,14,2340,11119.68,18-25,Premium Loyalists,Very High
838,25,Male,Hoodie,Clothing,28,Illinois,L,Brown,Spring,4.9,Yes,Express,Yes,Yes,33,Cash,Every 3 Months,4,90,112,613.5360000000001,18-25,Low Engagement,Low
839,33,Male,Coat,Outerwear,29,Kentucky,M,Gray,Spring,4.3,Yes,Express,Yes,Yes,49,Credit Card,Annually,1,365,29,189.48600000000002,26-35,Low Engagement,Low
840,48,Male,Shirt,Clothing,31,Illinois,L,Teal,Spring,2.6,Yes,Free Shipping,Yes,Yes,10,Debit Card,Every 3 Months,4,90,124,491.04,36-50,Low Engagement,Low
841,42,Male,Shirt,Clothing,24,Alabama,L,Teal,Summer,4.2,Yes,2-Day Shipping,Yes,Yes,18,PayPal,Weekly,52,7,1248,5601.023999999999,36-50,Habitual Budget Buyers,High
842,55,Male,Sweater,Clothing,88,Texas,M,Beige,Summer,2.6,Yes,Store Pickup,Yes,Yes,28,PayPal,Fortnightly,26,14,2288,11778.624000000002,51-70,Premium Loyalists,Very High
843,59,Male,Shirt,Clothing,87,Missouri,M,Violet,Spring,3.6,Yes,Express,Yes,Yes,25,PayPal,Weekly,52,7,4524,22393.800000000003,51-70,Premium Loyalists,Very High
844,65,Male,Hoodie,Clothing,80,Pennsylvania,S,Beige,Summer,3.2,Yes,Express,Yes,Yes,6,PayPal,Weekly,52,7,4160,15375.360000000004,51-70,Premium Loyalists,Very High
845,59,Male,Sandals,Footwear,48,Missouri,L,Purple,Winter,4.4,Yes,Express,Yes,Yes,44,Venmo,Bi-Weekly,26,14,1248,7742.592,51-70,Habitual Budget Buyers,Very High
846,31,Male,Belt,Accessories,21,Michigan,XL,Charcoal,Winter,3.7,Yes,Standard,Yes,Yes,30,Venmo,Monthly,12,30,252,1330.5600000000002,26-35,Low Engagement,Moderate
847,49,Male,Boots,Footwear,72,Kentucky,M,Pink,Spring,3.7,Yes,Express,Yes,Yes,42,Debit Card,Quarterly,4,90,288,1748.7359999999999,36-50,Big-Ticket Occasionals,Moderate
848,53,Male,Hoodie,Clothing,44,New Jersey,L,Blue,Fall,4.1,Yes,Standard,Yes,Yes,30,PayPal,Monthly,12,30,528,2787.84,51-70,Low Engagement,High
849,48,Male,Sandals,Footwear,73,Delaware,M,Lavender,Fall,3.6,Yes,Store Pickup,Yes,Yes,33,Credit Card,Bi-Weekly,26,14,1898,10397.244000000002,36-50,Premium Loyalists,Very High
850,23,Male,Jeans,Clothing,61,Missouri,S,Charcoal,Spring,4.3,Yes,Express,Yes,Yes,24,PayPal,Quarterly,4,90,244,1191.696,18-25,Big-Ticket Occasionals,Moderate
851,68,Male,Shoes,Footwear,20,Connecticut,L,Turquoise,Winter,2.6,Yes,Store Pickup,Yes,Yes,13,Venmo,Monthly,12,30,240,997.9200000000002,51-70,Low Engagement,Moderate
852,35,Male,Sandals,Footwear,86,Massachusetts,M,Red,Summer,2.9,Yes,Express,Yes,Yes,19,Debit Card,Monthly,12,30,1032,4699.728,26-35,Big-Ticket Occasionals,High
853,34,Male,Dress,Clothing,60,Florida,L,Yellow,Spring,4.2,Yes,Next Day Air,Yes,Yes,23,Debit Card,Every 3 Months,4,90,240,1156.3200000000002,26-35,Low Engagement,Moderate
854,62,Male,Hat,Accessories,43,Delaware,L,Orange,Winter,4.0,Yes,Free Shipping,Yes,Yes,35,Cash,Monthly,12,30,516,2894.76,51-70,Low Engagement,High
855,21,Male,Pants,Clothing,44,California,L,Blue,Spring,4.3,Yes,Free Shipping,Yes,Yes,22,Venmo,Monthly,12,30,528,2509.056,18-25,Low Engagement,High
856,70,Male,Socks,Clothing,76,Oregon,L,Gold,Spring,3.0,Yes,2-Day Shipping,Yes,Yes,14,Credit Card,Quarterly,4,90,304,1284.0960000000002,51-70,Big-Ticket Occasionals,Moderate
857,55,Male,Shirt,Clothing,33,Alaska,M,Gold,Summer,3.5,Yes,Express,Yes,Yes,47,Debit Card,Fortnightly,26,14,858,5492.916,51-70,Habitual Budget Buyers,High
858,43,Male,Shorts,Clothing,60,Missouri,L,Cyan,Fall,3.0,Yes,Standard,Yes,Yes,50,Debit Card,Every 3 Months,4,90,240,1584.0000000000002,36-50,Low Engagement,Moderate
859,19,Male,Jacket,Outerwear,26,Oklahoma,L,Olive,Fall,3.1,Yes,Free Shipping,Yes,Yes,33,PayPal,Weekly,52,7,1352,7406.256000000001,18-25,Habitual Budget Buyers,Very High
860,47,Male,Hoodie,Clothing,73,Wisconsin,M,Teal,Winter,4.0,Yes,Next Day Air,Yes,Yes,7,Debit Card,Monthly,12,30,876,3295.5120000000006,36-50,Big-Ticket Occasionals,High
861,26,Male,Shoes,Footwear,87,South Carolina,M,Maroon,Spring,4.1,Yes,Standard,Yes,Yes,3,Cash,Monthly,12,30,1044,3651.9120000000003,26-35,Big-Ticket Occasionals,High
862,46,Male,Skirt,Clothing,100,Virginia,XL,Green,Spring,3.3,Yes,2-Day Shipping,Yes,Yes,35,Credit Card,Every 3 Months,4,90,400,2244.0,36-50,Big-Ticket Occasionals,Moderate
863,19,Male,Coat,Outerwear,84,Arkansas,M,Charcoal,Winter,4.9,Yes,Standard,Yes,Yes,13,PayPal,Fortnightly,26,14,2184,9081.072000000002,18-25,Premium Loyalists,Very High
864,49,Male,Sneakers,Footwear,41,Vermont,M,Cyan,Summer,3.9,Yes,Standard,Yes,Yes,42,PayPal,Fortnightly,26,14,1066,6472.752,36-50,Habitual Budget Buyers,High
865,51,Male,Jeans,Clothing,59,Kentucky,S,Charcoal,Winter,3.9,Yes,Next Day Air,Yes,Yes,5,PayPal,Annually,1,365,59,214.17000000000004,51-70,Low Engagement,Low
866,64,Male,Blouse,Clothing,26,Colorado,L,Charcoal,Winter,4.8,Yes,Store Pickup,Yes,Yes,23,Venmo,Annually,1,365,26,125.268,51-70,Low Engagement,Low
867,67,Male,Sunglasses,Accessories,69,New Mexico,M,Lavender,Summer,2.7,Yes,Free Shipping,Yes,Yes,11,PayPal,Bi-Weekly,26,14,1794,7222.644,51-70,Premium Loyalists,Very High
868,37,Male,Jacket,Outerwear,20,Colorado,M,Turquoise,Spring,3.1,Yes,Free Shipping,Yes,Yes,23,Bank Transfer,Fortnightly,26,14,520,2505.36,36-50,Habitual Budget Buyers,Moderate
869,40,Male,Dress,Clothing,83,North Carolina,M,Green,Summer,3.2,Yes,Next Day Air,Yes,Yes,2,Credit Card,Every 3 Months,4,90,332,1139.4240000000002,36-50,Big-Ticket Occasionals,Moderate
870,38,Male,Hat,Accessories,54,New Hampshire,M,Silver,Spring,2.7,Yes,2-Day Shipping,Yes,Yes,33,PayPal,Weekly,52,7,2808,15382.224000000004,36-50,Habitual Budget Buyers,Very High
871,66,Male,Hoodie,Clothing,66,West Virginia,M,Blue,Fall,2.5,Yes,Standard,Yes,Yes,6,Bank Transfer,Bi-Weekly,26,14,1716,6342.336000000001,51-70,Premium Loyalists,High
872,47,Male,Handbag,Accessories,42,Hawaii,M,Charcoal,Spring,2.6,Yes,Next Day Air,Yes,Yes,45,Debit Card,Quarterly,4,90,168,1053.36,36-50,Low Engagement,Moderate
873,56,Male,Jeans,Clothing,33,North Dakota,M,Pink,Spring,2.9,Yes,Standard,Yes,Yes,25,Cash,Quarterly,4,90,132,653.4000000000001,51-70,Low Engagement,Low
874,51,Male,Boots,Footwear,77,Mississippi,M,Pink,Summer,4.2,Yes,Free Shipping,Yes,Yes,24,Venmo,Quarterly,4,90,308,1504.2720000000002,51-70,Big-Ticket Occasionals,Moderate
